consommation_energie,classe_consommation_energie,estimation_ges,classe_estimation_ges,annee_construction,surface_habitable,nombre_niveaux,surface_baies_orientees_nord,surface_baies_orientees_est_ouest,surface_baies_orientees_sud,surface_planchers_hauts_deperditifs,surface_planchers_bas_deperditifs,surface_parois_verticales_opaques_deperditives,longitude,latitude,tr001_modele_dpe_type_libelle,tr002_type_batiment_libelle
0.0,N,0.0,N,1947,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.412318,44.369589,Vente,Maison
0.0,N,0.0,N,1947,65.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
510.0,G,153.0,G,1948,26.5,1.0,3.6,2.28,0.0,26.5,26.5,60.0,,,Location,Appartement
310.0,E,17.0,C,1948,86.34,1.0,0.0,19.52,0.0,86.34,86.34,100.0,,,Location,Appartement
0.0,N,0.0,N,1947,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.527831,44.489527,Location,Maison
0.0,N,0.0,N,1947,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.494161,44.517035,Location,Appartement
0.0,N,0.0,N,1947,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49379,44.516936,Location,Appartement
0.0,N,0.0,N,1947,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49379,44.516936,Location,Appartement
282.94,E,14.0,C,1990,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Location,Maison
199.61,D,3.84,A,1982,146.86,,,,,,,,3.664279,44.507691,Vente,Appartement
0.0,N,0.0,N,1947,105.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
0.0,N,0.0,N,1947,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.455842,44.353465,Vente,Maison
0.0,N,0.0,N,1947,65.0,2.0,0.0,0.0,0.0,32.5,0.0,0.0,,,Location,Maison
182.0,D,2.0,A,1947,75.0,2.0,0.0,0.0,0.0,0.0,37.5,0.0,,,Location,Appartement
372.1,F,111.63,G,1960,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
0.0,N,0.0,N,1947,148.0,2.0,10.0,0.0,0.0,74.0,10.0,10.0,,,Vente,Maison
0.0,N,0.0,N,1947,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.449468,44.530034,Location,Maison
0.0,N,0.0,N,1900,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
339.02,F,16.44,C,1982,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.518537,44.524858,Location,Appartement
0.0,N,0.0,N,1997,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.492838,44.519802,Vente,Appartement
473.67,G,26.84,D,2005,40.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
638.27,G,167.78,G,1974,79.81,,,,,,,,3.542318,44.534663,Vente,Maison
496.33,G,148.9,G,1968,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.212045,44.432491,Vente,Maison
0.0,N,0.0,N,1947,102.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
0.0,N,0.0,N,1947,121.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
0.0,N,0.0,N,1947,100.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
163.0,D,49.0,E,1989,102.0,1.0,3.28,0.0,6.03,60.0,79.0,120.0,,,Vente,Maison
0.0,N,0.0,N,1947,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
300.87,E,90.26,G,1997,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.850154,44.726606,Vente,Maison
818.22,G,52.15,E,2006,59.31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
314.0,E,73.0,F,1947,135.57,1.0,0.0,0.0,0.0,85.7,85.7,0.0,,,Vente,Logements collectifs
0.0,N,0.0,N,1947,41.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Location,Appartement
346.0,F,9.0,B,1975,115.6,2.0,9.31,1.34,4.62,60.0,60.0,160.0,,,Vente,Maison
292.0,E,87.0,G,1975,68.48,1.0,13.33,0.0,14.08,68.48,68.48,72.4,,,Vente,Appartement
0.0,N,0.0,N,1947,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
394.0,F,85.0,G,1948,114.8,2.0,6.62,12.51,0.0,85.7,114.79,170.87,,,Vente,Maison
304.54,E,70.66,F,1997,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.446,44.7,Vente,Maison
178.0,D,53.0,E,1989,106.32,1.0,19.13,8.27,0.0,108.62,108.16,169.51,3.535746,44.37414,Vente,Maison
0.0,N,0.0,N,1947,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.53728,44.369814,Vente,Maison
0.0,N,0.0,N,1947,146.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
0.0,N,0.0,N,1947,62.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
424.0,F,5.0,A,1948,107.0,1.0,4.02,2.68,12.06,69.0,68.0,158.0,,,Vente,Maison
382.98,F,19.26,C,1997,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.856476,44.721324,Vente,Maison
0.0,N,0.0,N,1947,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
0.0,N,0.0,N,1947,108.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.700429,44.374019,Vente,Maison
0.0,N,0.0,N,1947,81.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
347.95,F,20.47,C,1959,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.859356,44.722403,Vente,Maison
313.0,E,11.0,C,1947,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
0.0,N,0.0,N,1947,192.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.780983,44.251537,Vente,Maison
160.61,D,48.18,E,1988,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Location,Appartement
0.0,N,0.0,N,1947,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
0.0,N,0.0,N,1947,56.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5951225,44.3246561,Vente,Appartement
391.0,F,24.0,D,1948,74.23,1.0,0.42,5.74,0.0,47.0,85.0,137.0,,,Location,Appartement
268.02,E,3.59,A,1980,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.456261,44.53348,Vente,Maison
317.13,E,15.2,C,2005,37.66,,,,,,,,3.477756,44.518231,Location,Appartement
200.0,D,9.0,B,1989,70.0,1.0,2.01,1.82,9.37,70.0,70.0,77.6,,,Vente,Appartement
0.0,N,0.0,N,1947,194.0,3.0,0.0,0.0,0.0,66.0,66.0,0.0,,,Vente,Maison
198.05,D,9.5,B,2006,90.28,,,,,,,,3.276089,44.799941,Location,Appartement
281.78,E,84.54,G,2005,63.79,,,,,,,,3.563614,44.455639,Location,Maison
0.0,N,0.0,N,1971,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Appartement
0.0,N,0.0,N,1971,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Appartement
0.0,N,0.0,N,1971,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Appartement
0.0,N,0.0,N,1971,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Appartement
0.0,N,0.0,N,1971,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Appartement
0.0,N,0.0,N,1971,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Appartement
0.0,N,0.0,N,1971,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Appartement
0.0,N,0.0,N,1971,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Appartement
0.0,N,0.0,N,1971,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Appartement
0.0,N,0.0,N,1971,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Appartement
0.0,N,0.0,N,1971,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Appartement
0.0,N,0.0,N,1971,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Appartement
0.0,N,0.0,N,1971,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Appartement
0.0,N,0.0,N,1971,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Appartement
0.0,N,0.0,N,1971,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Appartement
0.0,N,0.0,N,1971,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Appartement
0.0,N,0.0,N,1971,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Appartement
0.0,N,0.0,N,1971,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Appartement
0.0,N,0.0,N,1971,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Appartement
0.0,N,0.0,N,1971,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Appartement
489.0,G,11.0,C,1947,115.0,2.0,0.0,0.0,0.0,61.0,61.0,0.0,6.6236527,44.6706214,Location,Maison
0.0,N,0.0,N,1947,142.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.537159,44.370068,Vente,Maison
303.36,E,91.01,G,1955,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.387946,44.780394,Vente,Maison
44.98,A,2.27,A,2018,161.48,,,,,,,,3.193196,44.707482,Neuf,Maison
0.0,N,0.0,N,1975,53.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.199046,44.442478,Location,Appartement
183.27,D,4.17,A,1947,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
0.0,N,0.0,N,1948,58.0,,,,,,,,3.808552,44.217846,Vente,Maison
0.0,N,0.0,N,1947,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
0.0,N,0.0,N,1947,140.53,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.727256,44.752929,Vente,Maison
0.0,N,0.0,N,1947,96.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
304.12,E,16.95,C,1997,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.274605,44.807952,Vente,Appartement
295.0,E,9.0,B,1975,73.0,1.0,1.82,3.64,6.79,73.0,73.0,88.0,,,Location,Appartement
150.22,C,9.23,B,2013,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.286586,44.721692,Vente,Maison
252.93,E,12.07,C,2000,54.18,,,,,,,,3.501366,44.520009,Vente,Appartement
274.0,E,9.0,B,2014,144.69,1.0,0.0,14.27,1.8,144.69,144.69,130.0,,,Vente,Maison
0.0,N,0.0,N,1947,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
0.0,N,0.0,N,1977,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.502114,44.514681,Vente,Appartement
0.0,N,0.0,N,1977,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.502114,44.514681,Vente,Appartement
0.0,N,0.0,N,1947,61.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Location,Maison
427.7,F,25.28,D,2000,94.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Location,Maison
323.0,E,9.0,B,1989,54.0,1.0,1.34,5.22,0.0,54.0,54.0,78.0,,,Vente,Maison
0.0,N,0.0,N,1947,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.594509,44.323776,Vente,Appartement
0.0,N,0.0,N,1947,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.594509,44.323776,Vente,Appartement
0.0,N,0.0,N,1947,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.594509,44.323776,Vente,Appartement
0.0,N,0.0,N,1947,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
0.0,N,0.0,N,1947,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Appartement
0.0,N,0.0,N,1947,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Appartement
0.0,N,0.0,N,1997,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.501308,44.520003,Vente,Appartement
0.0,N,0.0,N,1947,355.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
628.0,G,108.0,G,1975,97.56,1.0,0.0,0.0,11.13,107.0,97.56,115.98,,,Vente,Maison
232.0,E,56.0,F,1989,92.9,1.0,0.0,14.06,0.0,92.9,92.9,94.87,,,Location,Maison
190.59,D,57.18,F,1975,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.850613,44.72751,Location,Appartement
0.0,N,0.0,N,1947,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Location,Maison
107.0,C,32.0,D,1947,93.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
603.3,G,180.99,G,1956,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.276092,44.807303,Vente,Maison
0.0,N,0.0,N,1947,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
282.44,E,43.8,E,1977,134.5,,,,,,,,3.505382,44.527044,Vente,Maison
71.05,B,1.35,A,2018,84.7,,,,,,,,3.498278,44.528233,Neuf,Maison
62.8,B,3.38,A,2018,99.3,,,,,,,,,,Neuf,Maison
62.9,B,3.48,A,2018,113.0,,,,,,,,,,Neuf,Maison
388.0,F,21.0,D,1978,43.0,1.0,0.0,0.6,1.8,43.0,43.0,64.0,,,Vente,Maison
0.0,N,0.0,N,1947,164.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
176.01,D,40.95,E,1964,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.497598,44.52278,Vente,Maison
319.0,E,7.0,B,1947,98.51,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.335661,44.471315,Vente,Maison
247.2,E,13.69,C,2000,628.58,,,,,,,,3.497587,44.514551,Vente,Logements collectifs
247.2,E,13.7,C,2000,60.3,,,,,,,,3.497587,44.514551,Vente,Logements collectifs
247.2,E,13.7,C,2000,60.1,,,,,,,,3.497587,44.514551,Vente,Logements collectifs
247.2,E,13.7,C,2000,60.7,,,,,,,,3.497587,44.514551,Vente,Logements collectifs
247.2,E,13.7,C,2000,73.7,,,,,,,,3.497587,44.514551,Vente,Logements collectifs
247.2,E,13.7,C,2000,86.9,,,,,,,,3.497587,44.514551,Vente,Logements collectifs
247.2,E,13.7,C,2000,46.0,,,,,,,,3.497587,44.514551,Vente,Logements collectifs
149.0,C,44.0,E,1978,140.0,2.0,0.0,16.38,5.46,70.0,70.0,120.0,,,Vente,Maison
403.0,F,23.0,D,1989,76.0,2.0,0.0,1.34,7.28,38.0,38.0,80.0,,,Vente,Maison
0.0,N,0.0,N,1947,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.496953,44.518957,Vente,Appartement
0.0,N,0.0,N,1947,156.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
146.26,C,34.64,D,1995,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
207.09,D,11.06,C,2000,503.0,,,,,,,,3.51188,44.520031,Vente,Logements collectifs
144.7,C,10.1,B,2000,73.7,,,,,,,,3.51188,44.520031,Vente,Logements collectifs
217.8,D,11.2,C,2000,62.7,,,,,,,,3.51188,44.520031,Vente,Logements collectifs
0.0,N,0.0,N,1900,56.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
217.8,D,11.2,C,2000,80.6,,,,,,,,3.51188,44.520031,Vente,Logements collectifs
141.0,C,19.0,C,1947,165.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
214.39,D,11.16,C,2000,352.0,,,,,,,,3.51188,44.520031,Vente,Logements collectifs
270.6,E,14.1,C,2000,46.0,,,,,,,,3.51188,44.520031,Vente,Logements collectifs
270.6,E,14.1,C,2000,62.3,,,,,,,,3.51188,44.520031,Vente,Logements collectifs
270.6,E,14.1,C,2000,62.3,,,,,,,,3.51188,44.520031,Vente,Logements collectifs
407.34,F,122.2,G,1970,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.498224,44.52585,Vente,Maison
0.0,N,0.0,N,1947,69.0,1.0,0.0,0.0,0.0,69.0,69.0,0.0,,,Vente,Appartement
0.0,N,0.0,N,1947,70.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
0.0,N,0.0,N,1947,42.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
0.0,N,0.0,N,1947,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.855751,44.7295,Vente,Appartement
315.99,E,17.83,C,1997,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.820566,44.550515,Vente,Maison
60.1,B,3.39,A,2018,115.0,,,,,,,,,,Neuf,Maison
0.0,N,0.0,N,1947,141.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
273.05,E,14.72,C,1997,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.507181,44.550368,Location,Maison
431.73,F,5.93,A,1949,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
162.2,D,9.15,B,1970,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.498224,44.52585,Vente,Maison
184.0,D,35.0,D,1948,126.0,2.0,3.65,8.74,7.88,63.0,63.0,185.8,,,Vente,Maison
311.0,E,72.0,F,1948,55.0,1.0,1.69,6.4,0.0,55.0,55.0,80.0,3.5951225,44.3246561,Vente,Appartement
0.0,N,0.0,N,1947,160.0,3.0,9.65,0.0,0.0,30.0,34.0,131.0,3.928761,44.249951,Vente,Maison
0.0,N,0.0,N,1947,56.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
89.81,B,3.04,A,2018,123.6,,,,,,,,3.301265,44.808341,Neuf,Maison
543.15,G,29.66,D,1974,203.0,,,,,,,,,,Location,Maison
205.73,D,9.86,B,2006,216.0,,,,,,,,,,Location,Maison
153.0,D,45.0,E,1948,980.0,4.0,27.04,12.06,74.99,245.0,245.0,660.0,3.7454296,44.3629561,Vente,Maison
326.0,E,17.0,C,1989,60.44,1.0,1.43,1.43,6.72,60.44,60.44,63.88,3.566865,44.542113,Location,Appartement
329.0,E,17.0,C,1989,60.44,1.0,1.43,1.43,6.72,60.44,60.44,63.88,3.566865,44.542113,Location,Appartement
342.0,F,18.0,C,1989,64.49,1.0,0.0,4.92,6.72,64.49,60.85,49.15,,,Location,Appartement
257.0,E,12.0,C,1989,64.49,1.0,0.0,4.92,6.72,64.49,60.85,49.15,,,Location,Appartement
257.0,E,12.0,C,1989,64.49,1.0,0.0,4.92,6.72,64.49,60.85,49.15,,,Location,Appartement
367.0,F,19.0,C,1989,64.49,1.0,0.0,7.8,0.0,64.49,60.85,49.15,,,Location,Appartement
331.0,F,16.0,C,1989,46.58,1.0,0.0,7.8,0.0,46.58,46.58,47.15,,,Location,Appartement
331.0,F,16.0,C,1989,46.58,1.0,0.0,7.8,0.0,46.58,46.58,47.15,,,Location,Appartement
414.0,F,22.0,D,1989,46.58,1.0,0.0,7.8,0.0,46.58,28.0,47.15,,,Location,Appartement
143.48,C,55.1,E,1977,60.28,,,,,,,,3.49404,44.518141,Location,Appartement
354.0,F,20.0,C,1989,83.28,1.0,3.78,8.43,0.0,83.28,83.28,76.5,,,Location,Appartement
354.0,F,20.0,C,1989,83.28,1.0,3.78,8.43,0.0,83.28,83.28,76.5,,,Location,Appartement
342.0,F,19.0,C,1989,83.28,1.0,0.0,9.08,1.89,83.28,83.28,76.5,,,Location,Appartement
279.0,E,13.0,C,1989,64.49,1.0,0.0,10.02,0.0,64.49,64.49,49.15,,,Location,Appartement
352.0,F,18.0,C,1989,46.58,1.0,0.0,7.8,0.0,46.58,46.58,47.15,,,Location,Appartement
249.28,E,10.03,B,2017,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
241.53,E,13.95,C,1997,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.252494,44.870154,Vente,Maison
429.14,F,128.74,G,1960,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
260.0,E,13.0,C,1989,73.9,1.0,1.88,6.43,0.0,73.9,73.9,69.0,,,Location,Appartement
0.0,N,0.0,N,1947,77.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
0.0,N,0.0,N,1947,43.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.246868,44.879036,Vente,Maison
260.0,E,13.0,C,1989,73.92,1.0,1.88,6.43,0.0,73.9,73.9,69.0,,,Location,Appartement
261.0,E,13.0,C,1989,73.92,1.0,1.88,6.43,0.0,73.9,73.9,69.0,,,Location,Appartement
382.0,F,21.0,D,1989,64.49,1.0,2.56,0.0,4.92,64.49,64.49,54.55,,,Location,Appartement
240.0,E,11.0,C,1989,64.49,1.0,2.56,0.0,4.92,64.49,64.49,54.55,,,Location,Appartement
325.0,E,17.0,C,1989,64.49,1.0,2.56,0.0,4.92,64.49,64.49,54.55,,,Location,Appartement
367.0,F,19.0,C,1989,46.58,1.0,1.28,0.0,4.92,46.58,46.58,34.05,,,Location,Appartement
248.0,E,11.0,C,1989,46.58,1.0,1.28,0.0,4.92,46.58,46.58,34.05,,,Location,Appartement
416.0,F,124.0,G,1948,88.0,1.0,0.0,10.06,8.33,84.0,84.0,114.0,3.655403,44.240182,Vente,Maison
254.0,E,11.0,C,1989,46.58,1.0,1.28,0.0,4.92,46.58,46.58,44.3,,,Location,Appartement
254.0,E,11.0,C,1989,46.58,1.0,1.28,0.0,4.92,46.58,46.58,44.3,,,Location,Appartement
339.0,F,17.0,C,1989,46.58,1.0,1.28,0.0,4.92,46.59,46.58,44.3,,,Location,Appartement
334.0,F,17.0,C,1989,46.58,1.0,1.28,0.0,4.92,46.58,46.58,34.05,,,Location,Appartement
334.0,F,17.0,C,1989,46.58,1.0,1.28,0.0,4.92,46.58,46.58,34.05,,,Location,Appartement
243.89,E,11.35,C,1997,52.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.502521,44.519107,Location,Appartement
0.0,N,0.0,N,1947,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.290177,44.553828,Vente,Maison
295.0,E,56.0,F,1947,60.83,1.0,0.0,0.0,0.0,60.83,60.83,26.7,,,Location,Appartement
312.0,E,56.0,F,1947,47.03,1.0,0.0,0.0,0.0,60.83,60.83,23.8,,,Location,Appartement
295.0,E,56.0,F,1947,60.83,1.0,0.0,0.0,0.0,60.83,60.83,23.8,,,Location,Appartement
328.0,E,56.0,F,1947,37.37,1.0,0.0,0.0,0.0,60.83,60.83,23.8,,,Location,Appartement
325.0,E,56.0,F,1947,38.7,1.0,0.0,0.0,0.0,60.83,60.83,23.8,,,Location,Appartement
328.0,E,56.0,F,1947,37.37,1.0,0.0,0.0,0.0,60.83,60.83,23.8,,,Location,Appartement
312.0,E,56.0,F,1947,47.03,1.0,0.0,0.0,0.0,60.83,60.83,23.8,,,Location,Appartement
295.0,E,56.0,F,1947,60.83,1.0,0.0,0.0,0.0,60.83,60.83,23.8,,,Location,Appartement
328.0,E,56.0,F,1947,37.37,1.0,0.0,0.0,0.0,37.37,37.37,23.8,,,Location,Appartement
325.0,E,56.0,F,1947,38.7,1.0,0.0,0.0,0.0,60.83,38.7,23.8,,,Location,Appartement
327.0,E,56.0,F,1947,37.78,1.0,0.0,0.0,0.0,60.83,38.7,23.8,,,Location,Appartement
319.0,E,56.0,F,1947,37.78,1.0,0.0,0.0,0.0,60.83,38.7,23.8,,,Location,Appartement
326.0,E,56.0,F,1947,33.67,1.0,0.0,0.0,0.0,60.83,38.7,23.8,,,Location,Appartement
249.0,E,13.0,C,2006,78.0,1.0,0.24,8.33,6.51,78.0,78.0,88.0,,,Vente,Maison
185.0,D,41.0,E,1989,107.71,1.0,0.0,16.82,0.0,73.97,70.86,151.55,,,Vente,Maison
69.76,B,2.13,A,2018,94.89,,,,,,,,3.283902,44.561366,Neuf,Maison
441.55,F,23.4,D,1970,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Appartement
433.47,F,22.5,D,1978,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Appartement
365.0,F,20.0,C,1948,81.32,1.0,13.33,0.0,1.2,81.32,81.32,115.96,,,Vente,Maison
0.0,N,0.0,N,1947,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.499818,44.512955,Vente,Maison
201.98,D,47.79,E,1970,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.504686,44.523185,Vente,Maison
116.67,C,35.0,D,1972,95.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.503744,44.520614,Vente,Appartement
213.0,D,64.0,F,1989,108.85,2.0,9.89,0.0,0.0,78.14,68.0,101.2,,,Vente,Maison
219.0,D,11.0,C,1978,218.4,2.0,2.5,4.5,43.9,107.13,116.05,234.01,,,Vente,Maison
51.19,B,2.73,A,2018,107.6,,,,,,,,3.286586,44.721692,Neuf,Maison
164.0,D,49.0,E,1986,139.0,1.0,2.5,5.6,6.4,120.0,100.0,108.0,3.652996,44.626313,Vente,Maison
421.0,F,19.0,C,1978,77.0,1.0,0.0,9.0,2.6,77.0,77.0,85.23,6.5791808,44.8537992,Vente,Maison
0.0,N,0.0,N,1947,166.37,2.0,0.0,0.0,0.0,63.0,0.0,0.0,3.281995,44.720745,Vente,Maison
48.77,A,2.4,A,2018,81.2,,,,,,,,,,Neuf,Maison
62.15,B,3.13,A,2018,93.7,,,,,,,,3.257155,44.9223,Neuf,Maison
0.0,N,0.0,N,1947,245.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
0.0,N,0.0,N,1948,98.36,,,,,,,,,,Vente,Maison
0.0,N,0.0,N,1947,117.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
413.0,F,13.0,C,1947,31.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Appartement
698.0,G,22.0,D,1947,31.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Appartement
0.0,N,0.0,N,1947,48.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Appartement
398.0,F,119.0,G,1947,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
599.0,G,37.0,E,1983,85.0,1.0,0.0,9.88,1.82,85.0,85.0,102.0,,,Vente,Maison
378.0,F,21.0,D,2006,61.0,1.0,1.34,5.11,4.02,45.0,40.0,106.0,,,Vente,Maison
0.0,N,0.0,N,1948,233.01,,,,,,,,3.290164,44.551616,Vente,Logements collectifs
276.84,E,59.1,F,1974,150.79,,,,,,,,,,Vente,Maison
